v1-patch_id,v1-labels-grouped,v2-labels-grouped
S2B_MSIL2A_20171226T094359_59_86,1.0,1.0
S2A_MSIL2A_20171221T112501_84_32,5.0,5.0
S2A_MSIL2A_20171002T112111_52_58,5.0,5.0
S2B_MSIL2A_20171112T114339_46_66,6.0,6.0
S2A_MSIL2A_20170816T095031_20_1,3.0,
S2B_MSIL2A_20170927T094019_55_31,5.0,5.0
S2A_MSIL2A_20180508T104031_4_56,6.0,6.0
S2B_MSIL2A_20180220T114339_73_55,6.0,6.0
S2A_MSIL2A_20180509T101031_81_58,0.0,0.0
S2B_MSIL2A_20170924T093019_83_29,0.0,0.0
S2A_MSIL2A_20170803T094031_43_10,6.0,6.0
S2A_MSIL2A_20180430T094031_65_41,1.0,1.0
S2B_MSIL2A_20170818T112109_44_15,5.0,
S2A_MSIL2A_20170813T112121_61_33,5.0,5.0
S2A_MSIL2A_20170813T112121_4_70,0.0,0.0
S2A_MSIL2A_20180419T101031_41_81,0.0,0.0
S2B_MSIL2A_20170930T095019_22_46,5.0,5.0
S2A_MSIL2A_20171002T112111_31_45,5.0,5.0
S2B_MSIL2A_20180515T112109_87_71,4.0,2.0
S2A_MSIL2A_20180225T114351_59_48,5.0,5.0
S2A_MSIL2A_20170613T101031_52_31,0.0,0.0
S2A_MSIL2A_20180527T093041_32_35,0.0,
S2A_MSIL2A_20171201T112431_62_0,5.0,5.0
S2B_MSIL2A_20180515T094029_83_80,5.0,5.0
S2A_MSIL2A_20170803T094031_57_88,1.0,1.0
S2B_MSIL2A_20171019T102019_87_45,0.0,0.0
S2B_MSIL2A_20180525T094029_37_81,6.0,6.0
S2A_MSIL2A_20171201T112431_50_87,0.0,0.0
S2A_MSIL2A_20170617T113321_52_68,6.0,6.0
S2B_MSIL2A_20171016T101009_19_58,0.0,0.0
S2B_MSIL2A_20170906T101019_67_2,5.0,
S2A_MSIL2A_20180510T094031_49_46,6.0,6.0
S2B_MSIL2A_20180502T093039_80_37,6.0,6.0
S2A_MSIL2A_20180225T114351_9_83,6.0,6.0
S2B_MSIL2A_20180421T100030_36_9,6.0,6.0
S2A_MSIL2A_20171208T093351_70_26,6.0,6.0
S2A_MSIL2A_20170813T112121_56_60,6.0,6.0
S2A_MSIL2A_20180526T100031_21_34,3.0,3.0
S2B_MSIL2A_20170709T094029_69_81,5.0,5.0
S2A_MSIL2A_20180527T93042_4_76,5.0,
S2B_MSIL2A_20180515T112110_26_69,6.0,6.0
S2A_MSIL2A_20180526T100031_46_76,3.0,3.0
S2A_MSIL2A_20170717T113321_77_22,0.0,0.0
S2B_MSIL2A_20180421T100029_70_66,7.0,7.0
S2B_MSIL2A_20180502T093039_67_28,5.0,5.0
S2B_MSIL2A_20180515T094029_75_90,5.0,5.0
S2A_MSIL2A_20180527T093041_20_0,6.0,
S2A_MSIL2A_20180205T100211_88_57,3.0,3.0
S2B_MSIL2A_20180421T100029_90_43,3.0,3.0
S2B_MSIL2A_20180326T112109_31_23,6.0,6.0
S2B_MSIL2A_20180525T94031_43_20,6.0,6.0
S2B_MSIL2A_20180521T100029_88_65,6.0,6.0
S2B_MSIL2A_20170914T093029_50_2,2.0,2.0
S2B_MSIL2A_20171219T095409_51_2,5.0,5.0
S2B_MSIL2A_20180201T093219_88_19,5.0,5.0
S2A_MSIL2A_20171121T112351_85_70,5.0,5.0
S2B_MSIL2A_20170924T093019_24_88,0.0,0.0
S2B_MSIL2A_20180515T112110_90_88,2.0,2.0
S2A_MSIL2A_20171221T112501_23_10,5.0,5.0
S2B_MSIL2A_20170914T93030_60_89,5.0,5.0
S2B_MSIL2A_20180521T100029_46_39,7.0,7.0
S2A_MSIL2A_20170704T112111_22_16,6.0,6.0
S2B_MSIL2A_20180421T114349_67_22,5.0,5.0
S2B_MSIL2A_20180522T093029_17_69,3.0,3.0
S2B_MSIL2A_20170927T94020_84_88,5.0,5.0
S2A_MSIL2A_20180527T093041_81_29,5.0,
S2B_MSIL2A_20180525T094029_69_9,3.0,3.0
S2A_MSIL2A_20180509T101031_79_71,0.0,0.0
S2A_MSIL2A_20170701T093031_6_24,3.0,3.0
S2A_MSIL2A_20180526T100031_35_34,5.0,5.0
S2B_MSIL2A_20170924T93020_66_13,3.0,3.0
S2B_MSIL2A_20180511T100029_88_47,0.0,0.0
S2B_MSIL2A_20171016T101009_80_81,0.0,
S2A_MSIL2A_20171201T112431_86_72,5.0,5.0
S2A_MSIL2A_20170617T113321_25_35,5.0,5.0
S2B_MSIL2A_20171112T114339_88_57,0.0,0.0
S2B_MSIL2A_20180421T114349_44_90,5.0,5.0
S2B_MSIL2A_20180220T114339_68_27,0.0,0.0
S2B_MSIL2A_20180515T112110_25_12,6.0,6.0
S2B_MSIL2A_20180525T94031_36_26,5.0,5.0
S2A_MSIL2A_20170613T101031_15_85,0.0,0.0
S2A_MSIL2A_20171101T94132_49_73,5.0,5.0
S2B_MSIL2A_20170830T102019_82_69,0.0,0.0
S2B_MSIL2A_20170927T94020_13_45,5.0,5.0
S2B_MSIL2A_20180421T114349_44_74,5.0,5.0
S2A_MSIL2A_20170818T103021_29_35,6.0,6.0
S2A_MSIL2A_20170613T101031_4_64,0.0,0.0
S2A_MSIL2A_20170613T101031_77_6,0.0,0.0
S2B_MSIL2A_20170914T93030_35_22,5.0,5.0
S2B_MSIL2A_20171016T101009_82_2,6.0,6.0
S2A_MSIL2A_20180526T100031_55_63,6.0,6.0
S2A_MSIL2A_20171101T094131_85_13,3.0,3.0
S2A_MSIL2A_20170613T101031_64_80,6.0,6.0
S2B_MSIL2A_20180421T114349_16_12,6.0,6.0
S2B_MSIL2A_20180220T114339_73_74,0.0,
S2B_MSIL2A_20170825T093029_88_43,5.0,5.0
S2B_MSIL2A_20170924T93020_35_9,7.0,7.0
S2B_MSIL2A_20170709T094029_69_53,3.0,3.0
S2B_MSIL2A_20180220T114339_45_75,5.0,
S2B_MSIL2A_20170808T094029_22_66,5.0,5.0
S2B_MSIL2A_20180515T112110_4_50,5.0,5.0
S2B_MSIL2A_20180421T114349_85_47,0.0,0.0
S2B_MSIL2A_20180525T094029_0_47,6.0,6.0
S2A_MSIL2A_20171101T94132_24_32,3.0,3.0
S2B_MSIL2A_20180509T092029_19_6,5.0,5.0
S2A_MSIL2A_20170905T095031_60_73,3.0,3.0
S2B_MSIL2A_20180421T100030_33_14,7.0,7.0
S2B_MSIL2A_20180326T112109_65_63,6.0,6.0
S2B_MSIL2A_20180525T094029_44_34,5.0,5.0
S2A_MSIL2A_20170613T101032_60_80,5.0,5.0
S2B_MSIL2A_20180515T112109_21_53,4.0,3.0
S2A_MSIL2A_20171002T112111_80_42,3.0,3.0
S2B_MSIL2A_20180515T112110_77_76,6.0,6.0
S2A_MSIL2A_20171015T095031_27_13,6.0,6.0
S2A_MSIL2A_20171104T095201_4_27,5.0,5.0
S2B_MSIL2A_20170906T101019_46_75,0.0,0.0
S2A_MSIL2A_20171002T112111_63_84,5.0,5.0
S2B_MSIL2A_20170914T93030_22_7,6.0,6.0
S2B_MSIL2A_20180515T112110_87_30,5.0,5.0
S2A_MSIL2A_20171002T112111_33_14,3.0,3.0
S2A_MSIL2A_20171101T094131_19_6,5.0,5.0
S2A_MSIL2A_20171221T112501_60_58,5.0,5.0
S2A_MSIL2A_20170720T100031_78_60,0.0,0.0
S2B_MSIL2A_20170906T101019_22_30,0.0,
S2A_MSIL2A_20170617T113321_8_72,5.0,5.0
S2A_MSIL2A_20180205T100211_77_39,5.0,5.0
S2B_MSIL2A_20170924T93013_40_1,6.0,6.0
S2B_MSIL2A_20170808T094029_51_39,6.0,6.0
S2B_MSIL2A_20180225T105019_84_41,5.0,5.0
S2A_MSIL2A_20170717T113321_72_42,0.0,0.0
S2B_MSIL2A_20180422T093029_34_78,5.0,5.0
S2A_MSIL2A_20180413T095031_47_56,6.0,6.0
S2A_MSIL2A_20180529T115401_78_46,0.0,0.0
S2B_MSIL2A_20170814T100029_53_57,0.0,
S2A_MSIL2A_20170818T103021_62_37,6.0,6.0
S2B_MSIL2A_20180204T94160_9_71,3.0,3.0
S2A_MSIL2A_20180430T094031_56_40,1.0,1.0
S2B_MSIL2A_20170906T101020_84_6,3.0,3.0
S2A_MSIL2A_20170803T094031_41_47,6.0,6.0
S2B_MSIL2A_20180515T112109_44_26,4.0,5.0
S2B_MSIL2A_20180502T093039_61_41,6.0,6.0
S2B_MSIL2A_20170817T101019_60_12,5.0,5.0
S2B_MSIL2A_20180515T112110_16_81,6.0,6.0
S2A_MSIL2A_20171002T112112_18_15,6.0,6.0
S2B_MSIL2A_20171019T102019_76_60,0.0,0.0
S2A_MSIL2A_20171002T094031_60_50,1.0,1.0
S2B_MSIL2A_20170914T093029_64_6,5.0,5.0
S2A_MSIL2A_20180205T100211_71_52,5.0,5.0
S2B_MSIL2A_20170924T093019_29_67,5.0,5.0
S2B_MSIL2A_20180326T112109_81_66,3.0,3.0
S2A_MSIL2A_20180430T094031_60_83,6.0,6.0
S2B_MSIL2A_20170825T093029_85_58,3.0,3.0
S2B_MSIL2A_20170914T93030_6_33,6.0,6.0
S2B_MSIL2A_20170831T095029_20_31,6.0,6.0
S2A_MSIL2A_20170617T113321_49_23,6.0,6.0
S2A_MSIL2A_20170613T101031_68_87,5.0,5.0
S2B_MSIL2A_20170927T94020_48_38,6.0,6.0
S2A_MSIL2A_20171002T112111_33_10,5.0,5.0
S2A_MSIL2A_20180205T100211_16_37,3.0,3.0
S2B_MSIL2A_20180525T94030_44_32,6.0,6.0
S2B_MSIL2A_20171206T094349_77_90,1.0,1.0
S2B_MSIL2A_20180201T093219_21_61,6.0,6.0
S2B_MSIL2A_20180220T114339_4_79,6.0,6.0
S2B_MSIL2A_20180422T093029_41_75,5.0,5.0
S2B_MSIL2A_20170906T101019_77_63,0.0,0.0
S2B_MSIL2A_20180326T112109_37_47,5.0,5.0
S2B_MSIL2A_20170914T093029_18_32,5.0,5.0
S2B_MSIL2A_20180326T112109_7_76,5.0,5.0
S2A_MSIL2A_20180205T100211_45_38,3.0,3.0
S2B_MSIL2A_20180515T094029_52_29,3.0,3.0
S2A_MSIL2A_20171101T94132_27_58,5.0,5.0
S2B_MSIL2A_20180525T94031_85_13,3.0,3.0
S2B_MSIL2A_20180522T093029_42_16,5.0,5.0
S2A_MSIL2A_20171101T94132_49_7,5.0,5.0
S2B_MSIL2A_20180502T093039_35_77,5.0,5.0
S2A_MSIL2A_20170704T112111_62_71,6.0,6.0
S2A_MSIL2A_20171121T112351_53_69,6.0,6.0
S2A_MSIL2A_20171002T112112_25_17,6.0,6.0
S2B_MSIL2A_20180525T094029_9_55,7.0,7.0
S2B_MSIL2A_20180220T114339_29_48,6.0,6.0
S2A_MSIL2A_20180527T093041_51_67,6.0,
S2A_MSIL2A_20170617T113321_79_83,0.0,0.0
S2B_MSIL2A_20171015T104009_6_23,6.0,6.0
S2B_MSIL2A_20180204T94161_58_2,3.0,3.0
S2A_MSIL2A_20180508T104031_25_12,5.0,5.0
S2B_MSIL2A_20171219T095409_45_81,6.0,6.0
S2B_MSIL2A_20171226T094359_67_82,6.0,6.0
S2B_MSIL2A_20180525T094029_77_33,6.0,6.0
S2B_MSIL2A_20180422T093029_34_45,7.0,7.0
S2A_MSIL2A_20170813T112121_5_88,0.0,0.0
S2A_MSIL2A_20170704T112111_72_46,6.0,6.0
S2B_MSIL2A_20171019T102019_84_61,0.0,0.0
S2A_MSIL2A_20170813T112121_1_10,7.0,7.0
S2B_MSIL2A_20180220T114339_78_19,0.0,0.0
S2A_MSIL2A_20180510T094031_27_48,5.0,5.0
S2A_MSIL2A_20170813T112121_90_64,7.0,7.0
S2B_MSIL2A_20171219T095409_40_81,6.0,6.0
S2A_MSIL2A_20180205T100211_77_35,3.0,3.0
S2B_MSIL2A_20171016T101009_87_59,0.0,0.0
S2B_MSIL2A_20171206T094349_55_68,1.0,1.0
S2A_MSIL2A_20170816T095031_5_53,0.0,
S2A_MSIL2A_20180526T100031_26_2,3.0,3.0
S2A_MSIL2A_20171101T94132_83_14,3.0,3.0
S2B_MSIL2A_20180506T105029_57_6,7.0,7.0
S2B_MSIL2A_20180224T112109_74_26,5.0,5.0
S2A_MSIL2A_20180527T093041_62_68,3.0,
S2B_MSIL2A_20180509T092029_11_62,5.0,5.0
S2A_MSIL2A_20170617T113321_32_71,5.0,5.0
S2B_MSIL2A_20180421T100029_30_24,6.0,6.0
S2B_MSIL2A_20170825T093029_18_39,1.0,1.0
S2A_MSIL2A_20170701T093031_75_5,0.0,0.0
S2B_MSIL2A_20180421T100029_56_24,5.0,5.0
S2B_MSIL2A_20170914T93030_84_87,3.0,3.0
S2B_MSIL2A_20170914T93030_49_65,6.0,6.0
S2B_MSIL2A_20170914T093029_1_40,6.0,6.0
S2A_MSIL2A_20171101T94132_10_33,5.0,5.0
S2A_MSIL2A_20180413T095031_24_56,5.0,5.0
S2B_MSIL2A_20180515T112110_54_45,6.0,6.0
S2B_MSIL2A_20180515T112109_46_83,4.0,5.0
S2A_MSIL2A_20171201T112431_51_21,7.0,7.0
S2A_MSIL2A_20170613T101031_37_50,3.0,3.0
S2A_MSIL2A_20170803T094031_29_16,7.0,7.0
S2B_MSIL2A_20180525T094029_65_4,5.0,5.0
S2A_MSIL2A_20170720T100031_75_38,0.0,0.0
S2B_MSIL2A_20171219T095409_64_13,7.0,7.0
S2B_MSIL2A_20180525T94030_17_72,6.0,6.0
S2B_MSIL2A_20170818T112109_18_27,5.0,
S2B_MSIL2A_20170814T100029_62_56,0.0,
S2A_MSIL2A_20170701T093031_57_31,5.0,5.0
S2B_MSIL2A_20180521T100029_83_61,5.0,5.0
S2A_MSIL2A_20171221T112501_55_89,5.0,5.0
S2B_MSIL2A_20170930T095019_46_3,7.0,7.0
S2A_MSIL2A_20170704T112111_41_17,5.0,5.0
S2B_MSIL2A_20180521T100029_11_70,0.0,0.0
S2A_MSIL2A_20171208T093351_55_30,5.0,5.0
S2B_MSIL2A_20180421T114349_5_41,2.0,2.0
S2B_MSIL2A_20170818T112109_19_31,6.0,
S2B_MSIL2A_20170709T094029_61_21,3.0,3.0
S2B_MSIL2A_20171112T114339_3_56,5.0,5.0
S2B_MSIL2A_20170801T095029_4_35,5.0,5.0
S2A_MSIL2A_20170813T112121_58_33,5.0,5.0
S2A_MSIL2A_20180510T094031_69_70,6.0,6.0
S2A_MSIL2A_20170717T113321_57_41,5.0,5.0
S2A_MSIL2A_20180225T114351_13_17,6.0,6.0
S2A_MSIL2A_20170905T095031_5_68,3.0,3.0
S2B_MSIL2A_20180204T94161_59_6,5.0,5.0
S2B_MSIL2A_20170930T095019_0_36,0.0,0.0
S2A_MSIL2A_20170905T095031_24_29,3.0,3.0
S2B_MSIL2A_20171015T104010_5_62,5.0,5.0
S2B_MSIL2A_20180515T112110_51_18,6.0,6.0
S2B_MSIL2A_20180421T100029_28_9,3.0,3.0
S2A_MSIL2A_20170617T113321_85_38,0.0,0.0
S2B_MSIL2A_20170709T094029_9_36,7.0,7.0
S2A_MSIL2A_20171002T112111_6_19,5.0,5.0
S2A_MSIL2A_20171208T093351_41_88,3.0,3.0
S2B_MSIL2A_20170709T094029_80_75,5.0,5.0
S2B_MSIL2A_20170924T93021_41_11,5.0,5.0
S2A_MSIL2A_20170803T094031_40_59,5.0,5.0
S2B_MSIL2A_20180220T114339_1_1,2.0,2.0
S2B_MSIL2A_20170924T093019_5_64,5.0,5.0
S2A_MSIL2A_20180529T115401_61_69,6.0,6.0
S2B_MSIL2A_20170927T94020_69_90,7.0,7.0
S2B_MSIL2A_20170830T102019_79_85,0.0,0.0
S2A_MSIL2A_20171002T112111_82_6,6.0,6.0
S2A_MSIL2A_20180430T094031_65_90,1.0,1.0
S2B_MSIL2A_20171112T114339_50_22,2.0,2.0
S2A_MSIL2A_20170701T093031_50_45,3.0,3.0
S2B_MSIL2A_20180515T094029_84_90,5.0,5.0
S2B_MSIL2A_20180521T100029_11_63,0.0,0.0
S2A_MSIL2A_20170617T113321_1_62,5.0,5.0
S2A_MSIL2A_20170818T103021_43_50,7.0,7.0
S2A_MSIL2A_20170704T112111_65_60,6.0,6.0
S2B_MSIL2A_20180421T100029_18_66,6.0,6.0
S2B_MSIL2A_20170914T093029_19_10,1.0,1.0
S2A_MSIL2A_20180225T114351_76_44,5.0,5.0
S2B_MSIL2A_20180417T102019_85_75,3.0,3.0
S2A_MSIL2A_20170701T093031_83_31,5.0,5.0
S2B_MSIL2A_20180421T100029_84_27,5.0,5.0
S2B_MSIL2A_20180515T094029_7_43,3.0,3.0
S2B_MSIL2A_20170817T101019_85_84,5.0,5.0
S2A_MSIL2A_20171221T112501_50_15,5.0,5.0
S2A_MSIL2A_20180318T093031_14_81,7.0,7.0
S2A_MSIL2A_20171221T112501_75_46,3.0,3.0
S2B_MSIL2A_20170927T094019_24_74,1.0,1.0
S2A_MSIL2A_20180225T114351_47_0,5.0,5.0
S2A_MSIL2A_20170617T113321_41_12,6.0,6.0
S2A_MSIL2A_20170816T095031_43_35,5.0,
S2B_MSIL2A_20171219T095409_12_29,5.0,5.0
S2A_MSIL2A_20180508T104032_11_63,7.0,7.0
S2A_MSIL2A_20170818T103021_50_21,7.0,7.0
S2A_MSIL2A_20180506T100031_3_29,5.0,5.0
S2B_MSIL2A_20170830T102019_65_56,0.0,0.0
S2A_MSIL2A_20171015T095031_22_72,3.0,3.0
S2B_MSIL2A_20180326T112109_39_24,6.0,6.0
S2B_MSIL2A_20171015T104009_30_16,6.0,6.0
S2B_MSIL2A_20170818T112109_23_18,3.0,
S2B_MSIL2A_20180201T093219_32_52,6.0,6.0
S2B_MSIL2A_20170818T112109_80_7,5.0,
S2A_MSIL2A_20180205T100211_7_45,5.0,5.0
S2A_MSIL2A_20171221T112501_24_79,5.0,5.0
S2A_MSIL2A_20171002T112111_64_17,5.0,5.0
S2A_MSIL2A_20170905T095031_58_5,3.0,3.0
S2A_MSIL2A_20170813T112121_54_74,5.0,5.0
S2B_MSIL2A_20170914T093029_29_67,6.0,6.0
S2A_MSIL2A_20170701T093031_86_18,5.0,5.0
S2A_MSIL2A_20180225T114351_88_90,0.0,0.0
S2B_MSIL2A_20170924T93021_25_65,5.0,5.0
S2A_MSIL2A_20170613T101031_4_45,0.0,0.0
S2B_MSIL2A_20180220T114339_27_61,6.0,6.0
S2A_MSIL2A_20180510T094031_21_55,5.0,5.0
S2A_MSIL2A_20170704T112111_38_52,6.0,6.0
S2B_MSIL2A_20170814T100029_13_19,0.0,
S2A_MSIL2A_20170617T113321_65_77,7.0,7.0
S2B_MSIL2A_20170924T93020_29_14,7.0,7.0
S2A_MSIL2A_20170803T094031_48_84,1.0,1.0
S2A_MSIL2A_20180225T114351_70_2,5.0,5.0
S2B_MSIL2A_20171206T094349_63_56,1.0,1.0
S2B_MSIL2A_20170924T093019_23_84,0.0,0.0
S2A_MSIL2A_20180430T094031_36_50,7.0,7.0
S2B_MSIL2A_20171219T095409_4_52,1.0,1.0
S2A_MSIL2A_20171121T112351_46_17,5.0,5.0
S2A_MSIL2A_20180205T100211_27_47,5.0,5.0
S2A_MSIL2A_20171002T094031_81_17,1.0,1.0
S2B_MSIL2A_20180511T100029_57_72,0.0,
S2A_MSIL2A_20171002T094031_88_72,7.0,7.0
S2B_MSIL2A_20170930T095019_23_59,6.0,6.0
S2A_MSIL2A_20171101T094131_7_61,6.0,6.0
S2A_MSIL2A_20180430T094031_50_90,6.0,6.0
S2A_MSIL2A_20170905T095031_24_54,3.0,3.0
S2B_MSIL2A_20170709T094029_42_78,5.0,5.0
S2A_MSIL2A_20170701T093031_72_39,3.0,3.0
S2B_MSIL2A_20170914T093029_76_70,3.0,3.0
S2B_MSIL2A_20180326T112109_27_76,5.0,5.0
S2B_MSIL2A_20171112T114339_47_54,5.0,5.0
S2B_MSIL2A_20170906T101019_64_5,6.0,
S2A_MSIL2A_20180413T95032_84_31,0.0,0.0
S2A_MSIL2A_20170905T095031_60_18,3.0,3.0
S2B_MSIL2A_20180422T093029_24_90,6.0,6.0
S2B_MSIL2A_20170924T093019_80_12,6.0,6.0
S2A_MSIL2A_20180225T114351_42_77,2.0,2.0
S2A_MSIL2A_20180529T115401_87_81,2.0,2.0
S2B_MSIL2A_20170906T101020_61_77,6.0,6.0
S2B_MSIL2A_20171219T095409_43_26,5.0,5.0
S2B_MSIL2A_20180511T100029_47_12,5.0,5.0
S2A_MSIL2A_20170613T101032_74_87,6.0,6.0
S2B_MSIL2A_20170914T093029_83_62,6.0,6.0
S2B_MSIL2A_20171016T101009_66_39,0.0,0.0
S2A_MSIL2A_20171002T112111_3_40,0.0,
S2B_MSIL2A_20170817T101019_76_28,6.0,6.0
S2B_MSIL2A_20180511T100029_54_3,0.0,0.0
S2B_MSIL2A_20171016T101009_62_20,0.0,0.0
S2B_MSIL2A_20171219T095409_72_42,7.0,7.0
S2B_MSIL2A_20180506T105029_88_18,7.0,7.0
S2B_MSIL2A_20170930T095019_66_31,6.0,6.0
S2A_MSIL2A_20171208T093351_80_24,2.0,2.0
S2B_MSIL2A_20171107T105229_81_1,6.0,6.0
S2A_MSIL2A_20171002T112112_85_24,5.0,5.0
S2A_MSIL2A_20171221T112501_90_10,5.0,5.0
S2B_MSIL2A_20170914T093029_70_21,5.0,5.0
S2A_MSIL2A_20170905T095031_6_87,5.0,5.0
S2B_MSIL2A_20171016T101009_35_77,0.0,
S2B_MSIL2A_20180422T093029_28_56,6.0,6.0
S2B_MSIL2A_20180525T094029_28_27,5.0,5.0
S2B_MSIL2A_20170818T112109_49_61,5.0,
S2A_MSIL2A_20180529T115401_13_86,0.0,0.0
S2B_MSIL2A_20180502T093039_33_59,6.0,6.0
S2B_MSIL2A_20170906T101019_19_39,0.0,0.0
S2A_MSIL2A_20171002T112112_16_63,3.0,3.0
S2B_MSIL2A_20170829T105019_45_14,7.0,7.0
S2B_MSIL2A_20180220T114339_68_78,5.0,
S2B_MSIL2A_20170924T93021_25_13,6.0,6.0
S2A_MSIL2A_20180413T095031_58_77,5.0,5.0
S2A_MSIL2A_20171221T112501_70_71,5.0,5.0
S2B_MSIL2A_20180204T094159_42_64,5.0,5.0
S2B_MSIL2A_20180502T093039_15_39,3.0,3.0
S2B_MSIL2A_20170801T095029_40_7,6.0,6.0
S2A_MSIL2A_20170704T112111_55_89,5.0,5.0
S2A_MSIL2A_20171121T112351_80_28,5.0,5.0
S2A_MSIL2A_20171201T112431_67_36,6.0,6.0
S2A_MSIL2A_20171015T095031_31_53,1.0,1.0
S2B_MSIL2A_20170924T093019_26_71,5.0,5.0
S2B_MSIL2A_20180515T112110_52_43,3.0,3.0
S2A_MSIL2A_20170704T112111_40_7,3.0,3.0
S2B_MSIL2A_20170709T094029_6_69,5.0,5.0
S2B_MSIL2A_20170924T93021_50_50,5.0,5.0
S2B_MSIL2A_20180515T112109_18_36,4.0,0.0
S2B_MSIL2A_20171206T094349_62_25,5.0,5.0
S2A_MSIL2A_20170617T113321_23_83,2.0,2.0
S2B_MSIL2A_20170924T093019_9_5,6.0,6.0
S2B_MSIL2A_20170923T100019_5_20,3.0,3.0
S2A_MSIL2A_20170905T095031_23_87,6.0,
S2A_MSIL2A_20180419T101031_78_18,0.0,0.0
S2B_MSIL2A_20180521T100029_76_73,5.0,5.0
S2A_MSIL2A_20171002T094031_55_37,5.0,5.0
S2A_MSIL2A_20180508T104031_6_14,5.0,5.0
S2A_MSIL2A_20170816T095031_88_37,5.0,
S2B_MSIL2A_20180220T114339_13_30,5.0,5.0
S2B_MSIL2A_20180522T093029_46_32,5.0,5.0
S2A_MSIL2A_20171002T112111_27_59,6.0,6.0
S2A_MSIL2A_20170717T113321_33_60,5.0,5.0
S2A_MSIL2A_20170717T113321_81_67,0.0,0.0
S2B_MSIL2A_20180421T114349_24_81,5.0,5.0
S2B_MSIL2A_20171206T094349_52_11,1.0,1.0
S2A_MSIL2A_20171101T094131_32_87,6.0,6.0
S2A_MSIL2A_20170617T113321_0_89,6.0,6.0
S2B_MSIL2A_20170906T101019_75_48,0.0,0.0
S2A_MSIL2A_20180529T115401_58_59,0.0,0.0
S2A_MSIL2A_20170701T093031_36_90,5.0,5.0
S2A_MSIL2A_20170704T112111_83_40,5.0,5.0
S2B_MSIL2A_20180421T114349_78_23,5.0,5.0
S2A_MSIL2A_20170803T094031_79_73,1.0,1.0
S2A_MSIL2A_20180509T101031_80_61,0.0,0.0
S2A_MSIL2A_20180509T101031_83_81,0.0,0.0
S2B_MSIL2A_20170924T93021_5_37,6.0,6.0
S2B_MSIL2A_20170930T095019_81_19,5.0,5.0
S2A_MSIL2A_20180526T100031_87_68,5.0,5.0
S2B_MSIL2A_20180502T093039_83_30,5.0,5.0
S2B_MSIL2A_20170924T093019_34_74,5.0,5.0
S2B_MSIL2A_20180421T100029_90_29,5.0,5.0
S2B_MSIL2A_20170914T93030_36_51,5.0,5.0
S2B_MSIL2A_20180421T100030_18_8,5.0,5.0
S2A_MSIL2A_20180413T95032_86_10,6.0,6.0
S2A_MSIL2A_20180225T114351_51_3,5.0,5.0
S2A_MSIL2A_20170617T113321_27_25,5.0,5.0
S2B_MSIL2A_20180525T094029_30_32,3.0,3.0
S2B_MSIL2A_20180511T100029_17_20,6.0,6.0
S2B_MSIL2A_20180502T093039_11_16,6.0,6.0
S2B_MSIL2A_20171015T104009_36_81,5.0,5.0
S2B_MSIL2A_20180506T105029_73_7,5.0,5.0
S2A_MSIL2A_20170818T103021_3_45,5.0,5.0
S2B_MSIL2A_20180511T100029_60_73,0.0,
S2A_MSIL2A_20180506T100031_38_22,7.0,7.0
S2A_MSIL2A_20171002T112111_2_44,0.0,
S2A_MSIL2A_20180508T104031_13_72,6.0,6.0
S2A_MSIL2A_20171208T093351_54_76,3.0,3.0
S2B_MSIL2A_20170830T102019_88_81,0.0,0.0
S2A_MSIL2A_20180527T93042_10_90,3.0,
S2A_MSIL2A_20180413T095031_32_62,5.0,5.0
S2B_MSIL2A_20170808T094029_21_71,6.0,6.0
S2B_MSIL2A_20180326T112109_90_6,6.0,6.0
S2A_MSIL2A_20171002T112112_26_0,5.0,5.0
S2A_MSIL2A_20180413T095031_35_59,6.0,6.0
S2B_MSIL2A_20170808T094029_29_3,6.0,6.0
S2A_MSIL2A_20171221T112501_1_13,7.0,7.0
S2B_MSIL2A_20180525T94030_80_68,5.0,5.0
S2B_MSIL2A_20170911T092019_39_12,5.0,5.0
S2B_MSIL2A_20170914T093029_73_15,6.0,
S2B_MSIL2A_20170924T93021_28_77,3.0,3.0
S2A_MSIL2A_20171201T112431_86_32,6.0,6.0
S2B_MSIL2A_20170817T101019_46_6,0.0,0.0
S2B_MSIL2A_20180521T100029_20_67,0.0,0.0
S2B_MSIL2A_20170924T93020_27_28,6.0,6.0
S2B_MSIL2A_20170924T093019_75_53,5.0,5.0
S2A_MSIL2A_20180529T115401_90_37,0.0,0.0
S2A_MSIL2A_20180508T104032_13_84,6.0,6.0
S2B_MSIL2A_20170818T112109_69_41,6.0,
S2B_MSIL2A_20170914T93030_7_31,5.0,5.0
S2B_MSIL2A_20180515T112110_50_88,6.0,6.0
S2A_MSIL2A_20180225T114351_86_39,0.0,0.0
S2B_MSIL2A_20170709T094029_59_6,3.0,3.0
S2A_MSIL2A_20180430T094031_77_17,7.0,7.0
S2A_MSIL2A_20171101T94132_65_9,5.0,5.0
S2A_MSIL2A_20171002T112111_35_86,5.0,5.0
S2B_MSIL2A_20180511T100029_72_9,5.0,5.0
S2A_MSIL2A_20171002T112111_27_72,6.0,6.0
S2B_MSIL2A_20170927T094019_90_20,6.0,6.0
S2B_MSIL2A_20170814T100029_44_70,0.0,
S2B_MSIL2A_20180220T114339_43_24,5.0,5.0
S2A_MSIL2A_20171121T112351_72_58,6.0,6.0
