,split,patch_id,v1-labels,v2-labels
4140,train,S2B_MSIL2A_20170927T094019_5_42,Mixed,Mixed
4141,train,S2B_MSIL2A_20180515T112109_89_82,Urban fabric,Other
4142,train,S2B_MSIL2A_20180525T094029_81_28,Other,Other
4143,train,S2A_MSIL2A_20170617T113321_31_81,Other,Other
4144,train,S2B_MSIL2A_20171206T094349_70_0,Mixed,Mixed
4145,train,S2A_MSIL2A_20170704T112111_78_59,Other,Other
4146,train,S2A_MSIL2A_20171002T094031_88_6,Other,Other
4147,train,S2B_MSIL2A_20180326T112109_52_10,Other,Other
4148,train,S2B_MSIL2A_20170914T093029_3_55,Mixed,Mixed
4149,train,S2A_MSIL2A_20171015T095031_35_12,Other,Other
4150,train,S2B_MSIL2A_20170831T095029_4_9,Other,Other
4151,train,S2A_MSIL2A_20180510T094031_65_82,Mixed,Mixed
4152,train,S2B_MSIL2A_20170808T094029_51_1,Other,Other
4153,train,S2A_MSIL2A_20170803T094031_87_6,Other,Other
4154,train,S2B_MSIL2A_20180201T093219_43_90,Other,Other
4155,train,S2A_MSIL2A_20170803T094031_87_27,Other,Other
4156,train,S2A_MSIL2A_20171002T094031_81_64,Other,Other
4157,train,S2B_MSIL2A_20170927T094019_87_13,Other,Other
4158,train,S2A_MSIL2A_20171121T112351_3_67,Other,Other
4159,train,S2B_MSIL2A_20170914T093029_0_30,Other,Other
4160,train,S2A_MSIL2A_20171221T112501_56_86,Other,Other
4161,train,S2B_MSIL2A_20170911T092019_2_7,Other,Other
4162,train,S2A_MSIL2A_20170803T094031_84_7,Other,Other
4163,train,S2A_MSIL2A_20180430T094031_30_10,Other,Other
4164,train,S2A_MSIL2A_20171002T094031_44_90,Other,Other
4165,train,S2B_MSIL2A_20170831T095029_26_9,Mixed,Mixed
4166,train,S2B_MSIL2A_20171219T095409_35_5,Other,Other
4167,train,S2B_MSIL2A_20170808T094029_3_16,Mixed,Mixed
4168,train,S2B_MSIL2A_20180201T093219_80_37,Other,Other
4169,train,S2A_MSIL2A_20171221T112501_13_81,Other,Other
4170,train,S2B_MSIL2A_20170930T095019_83_49,Mixed,Mixed
4171,train,S2A_MSIL2A_20180510T094031_7_75,Other,Other
4172,train,S2B_MSIL2A_20180428T095029_9_12,Mixed,Mixed
4173,train,S2A_MSIL2A_20170813T112121_82_85,Other,Other
4174,train,S2B_MSIL2A_20180201T093219_53_88,Other,Other
4175,train,S2A_MSIL2A_20171002T112111_4_9,Mixed,Mixed
4176,train,S2A_MSIL2A_20171002T112111_88_21,Other,Other
4177,train,S2A_MSIL2A_20171002T112112_84_22,Other,Other
4178,train,S2B_MSIL2A_20180225T105019_70_12,Mixed,Mixed
4179,train,S2B_MSIL2A_20171016T101009_31_5,Other,Other
4180,train,S2B_MSIL2A_20170927T094019_87_22,Other,Other
4181,train,S2B_MSIL2A_20180506T105029_62_4,Mixed,Mixed
4182,train,S2B_MSIL2A_20180525T94030_4_46,Other,Other
4183,train,S2B_MSIL2A_20180421T100030_20_12,Mixed,Mixed
4184,train,S2B_MSIL2A_20171015T104010_12_67,Other,Other
4185,train,S2B_MSIL2A_20170914T093029_15_4,Mixed,Mixed
4186,train,S2B_MSIL2A_20170906T101020_88_80,Other,Other
4187,train,S2A_MSIL2A_20171015T095031_10_1,Other,Other
4188,train,S2B_MSIL2A_20171219T095409_84_50,Mixed,Mixed
4189,train,S2A_MSIL2A_20180526T100031_79_81,Other,Other
4190,train,S2A_MSIL2A_20180506T100031_11_60,Other,Other
4191,train,S2A_MSIL2A_20171002T112111_84_35,Other,Other
4192,train,S2B_MSIL2A_20171107T105229_74_9,Mixed,Mixed
4193,train,S2B_MSIL2A_20180421T100031_23_87,Other,Other
4194,train,S2A_MSIL2A_20171104T095201_11_67,Other,Other
4195,train,S2B_MSIL2A_20170831T095029_7_45,Mixed,Mixed
4196,train,S2B_MSIL2A_20171206T094349_87_61,Other,Other
4197,train,S2B_MSIL2A_20171206T094349_83_17,Other,Other
4198,train,S2A_MSIL2A_20170717T113321_16_84,Other,Other
4199,train,S2B_MSIL2A_20171219T095409_1_42,Other,Other
4200,train,S2A_MSIL2A_20170818T103021_2_82,Other,Other
4201,train,S2A_MSIL2A_20170613T101031_78_47,Other,Other
4202,train,S2B_MSIL2A_20180428T095029_2_56,Mixed,Mixed
4203,train,S2B_MSIL2A_20180224T112109_78_15,Other,Other
4204,train,S2B_MSIL2A_20170808T094029_44_85,Mixed,Mixed
4205,train,S2B_MSIL2A_20180421T100029_55_85,Other,Other
4206,train,S2A_MSIL2A_20171002T112112_78_21,Mixed,Mixed
4207,train,S2B_MSIL2A_20180422T093029_17_85,Mixed,Mixed
4208,train,S2B_MSIL2A_20171219T095409_4_37,Other,Other
4209,train,S2A_MSIL2A_20171221T112501_71_90,Other,Other
4210,train,S2A_MSIL2A_20180225T114351_17_89,Other,Other
4211,train,S2B_MSIL2A_20170927T094019_1_33,Other,Other
4212,train,S2A_MSIL2A_20171101T094131_11_84,Other,Other
4213,train,S2B_MSIL2A_20170927T094019_7_78,Mixed,Mixed
4214,train,S2A_MSIL2A_20171121T112351_47_78,Other,Other
4215,train,S2A_MSIL2A_20171015T095031_1_12,Other,Other
4216,train,S2B_MSIL2A_20171206T094349_87_31,Other,Other
4217,train,S2B_MSIL2A_20180515T112110_6_21,Other,Other
4218,train,S2A_MSIL2A_20170813T112121_87_79,Other,Other
4219,train,S2B_MSIL2A_20170801T095029_32_8,Other,Other
4220,train,S2B_MSIL2A_20180502T093039_53_81,Mixed,Mixed
4221,train,S2B_MSIL2A_20180521T100029_87_83,Mixed,Mixed
4222,train,S2A_MSIL2A_20180510T094031_15_86,Other,Other
4223,train,S2B_MSIL2A_20170906T101020_73_82,Other,Other
4224,train,S2A_MSIL2A_20180508T104031_4_46,Mixed,Mixed
4225,train,S2B_MSIL2A_20170927T094019_3_63,Other,Other
4226,train,S2B_MSIL2A_20171219T095409_0_68,Other,Other
4227,train,S2B_MSIL2A_20180515T112109_85_11,Urban fabric,Other
4228,train,S2A_MSIL2A_20171002T094031_83_76,Other,Other
4229,train,S2B_MSIL2A_20170831T095029_44_80,Other,Other
4230,train,S2A_MSIL2A_20171002T112111_23_89,Other,Other
4231,train,S2A_MSIL2A_20180510T094031_51_90,Other,Other
4232,train,S2B_MSIL2A_20180502T093039_3_58,Mixed,Mixed
4233,train,S2B_MSIL2A_20180521T100029_81_83,Other,Other
4234,train,S2A_MSIL2A_20180413T95032_71_0,Other,Other
4235,train,S2A_MSIL2A_20170803T094031_53_84,Other,Other
4236,train,S2B_MSIL2A_20170924T93020_8_76,Other,Other
4237,train,S2A_MSIL2A_20180526T100031_36_85,Other,Other
4238,train,S2B_MSIL2A_20180422T093029_12_11,Mixed,Mixed
4239,train,S2B_MSIL2A_20170914T93030_59_82,Mixed,Mixed
4240,train,S2A_MSIL2A_20171002T094031_87_51,Other,Other
4241,train,S2B_MSIL2A_20171107T105229_85_18,Mixed,Mixed
4242,train,S2B_MSIL2A_20170930T095019_83_31,Other,Other
4243,train,S2B_MSIL2A_20180421T100029_82_47,Other,Other
4244,train,S2B_MSIL2A_20171206T094349_84_35,Other,Other
4245,train,S2B_MSIL2A_20170719T094029_57_85,Other,Other
4246,train,S2A_MSIL2A_20170701T093031_1_1,Other,Other
4247,train,S2B_MSIL2A_20180224T112109_53_5,Other,Other
4248,train,S2B_MSIL2A_20180421T100029_81_17,Other,Other
4249,train,S2B_MSIL2A_20180525T94030_9_67,Mixed,Mixed
4250,train,S2B_MSIL2A_20180224T112109_65_6,Other,Other
4251,train,S2A_MSIL2A_20180225T114351_79_12,Mixed,Mixed
4252,train,S2B_MSIL2A_20180421T100031_1_84,Mixed,Mixed
4253,train,S2A_MSIL2A_20171015T095031_6_28,Other,Other
4254,train,S2A_MSIL2A_20170813T112121_86_35,Other,Other
4255,train,S2B_MSIL2A_20180515T112109_82_2,Urban fabric,Other
4256,train,S2A_MSIL2A_20170813T112121_68_78,Other,Other
4257,train,S2A_MSIL2A_20180413T095031_78_29,Other,Other
4258,train,S2B_MSIL2A_20170906T101020_86_65,Other,Other
4259,train,S2B_MSIL2A_20180515T112109_56_83,Urban fabric,Other
4260,train,S2B_MSIL2A_20170817T101019_78_85,Mixed,Mixed
4261,train,S2A_MSIL2A_20171015T095031_1_19,Mixed,Mixed
4262,train,S2A_MSIL2A_20180508T104032_14_89,Mixed,Mixed
4263,train,S2B_MSIL2A_20180502T093039_53_88,Other,Other
4264,train,S2B_MSIL2A_20170914T093029_9_55,Other,Other
4265,train,S2B_MSIL2A_20180421T114349_8_78,Other,Other
4266,train,S2A_MSIL2A_20170704T112111_82_58,Other,Other
4267,train,S2B_MSIL2A_20180224T112109_87_41,Other,Other
4268,train,S2B_MSIL2A_20171112T114339_33_79,Other,Other
4269,train,S2B_MSIL2A_20180525T94030_10_67,Other,Other
4270,train,S2B_MSIL2A_20170927T094019_89_44,Other,Other
4271,train,S2A_MSIL2A_20171104T095201_32_6,Other,Other
4272,train,S2B_MSIL2A_20170808T094029_4_32,Mixed,Mixed
4273,train,S2A_MSIL2A_20170813T112121_52_86,Other,Other
4274,train,S2A_MSIL2A_20170905T095031_20_87,Other,Other
4275,train,S2B_MSIL2A_20171226T094359_75_78,Other,Other
4276,train,S2B_MSIL2A_20170709T094029_12_27,Other,Other
4277,train,S2B_MSIL2A_20171206T094349_87_41,Other,Other
4278,train,S2A_MSIL2A_20171221T112501_78_55,Other,Other
4279,train,S2B_MSIL2A_20170924T93021_3_33,Other,Other
4280,train,S2B_MSIL2A_20170914T93030_6_67,Other,Other
4281,train,S2B_MSIL2A_20170927T94020_37_87,Mixed,Mixed
4282,train,S2A_MSIL2A_20171104T095201_11_6,Mixed,Mixed
4283,train,S2B_MSIL2A_20180515T112109_84_23,Urban fabric,Other
4284,train,S2A_MSIL2A_20171002T112111_84_43,Other,Other
4285,train,S2A_MSIL2A_20180510T094031_11_77,Other,Other
4286,train,S2B_MSIL2A_20180428T095029_12_34,Mixed,Mixed
4287,train,S2A_MSIL2A_20171221T112501_9_87,Other,Other
4288,train,S2B_MSIL2A_20170709T094029_6_85,Other,Other
4289,train,S2A_MSIL2A_20170803T094031_50_5,Other,Other
4290,train,S2B_MSIL2A_20170831T095029_20_78,Mixed,Mixed
4291,train,S2A_MSIL2A_20170813T112121_19_89,Other,Other
4292,train,S2A_MSIL2A_20170704T112111_11_74,Other,Other
4293,train,S2A_MSIL2A_20180508T104032_4_69,Mixed,Mixed
4294,train,S2B_MSIL2A_20170829T105019_82_2,Mixed,Mixed
4295,train,S2B_MSIL2A_20170927T094019_83_77,Other,Other
4296,train,S2A_MSIL2A_20171121T112351_82_80,Other,Other
4297,train,S2A_MSIL2A_20180510T094031_83_67,Other,Other
4298,train,S2B_MSIL2A_20180201T093219_82_31,Other,Other
4299,train,S2B_MSIL2A_20180515T112110_37_2,Mixed,Mixed
4300,train,S2B_MSIL2A_20180220T114339_44_88,Mixed,Mixed
4301,train,S2B_MSIL2A_20180421T100030_65_2,Other,Other
4302,train,S2A_MSIL2A_20171002T094031_78_16,Other,Other
4303,train,S2B_MSIL2A_20180515T112110_89_56,Other,Other
4304,train,S2B_MSIL2A_20180201T093219_11_27,Mixed,Mixed
4305,train,S2A_MSIL2A_20171221T112501_87_39,Other,Other
4306,train,S2B_MSIL2A_20170927T094019_79_18,Other,Other
4307,train,S2B_MSIL2A_20180421T100030_65_90,Other,Other
4308,train,S2B_MSIL2A_20170927T094019_6_21,Mixed,Mixed
4309,train,S2A_MSIL2A_20180413T95032_26_6,Other,Other
4310,train,S2B_MSIL2A_20170825T093029_10_41,Mixed,Mixed
4311,train,S2A_MSIL2A_20170704T112111_2_77,Other,Other
4312,train,S2A_MSIL2A_20180225T114351_15_84,Other,Other
4313,train,S2A_MSIL2A_20180225T114351_2_51,Other,Other
4314,train,S2B_MSIL2A_20171015T104010_6_78,Other,Other
4315,train,S2A_MSIL2A_20180413T095031_48_78,Mixed,Mixed
4316,train,S2A_MSIL2A_20180510T094031_6_43,Other,Other
4317,train,S2A_MSIL2A_20180225T114351_27_84,Other,Other
4318,train,S2B_MSIL2A_20180506T105029_87_28,Other,Other
4319,train,S2B_MSIL2A_20171226T094359_75_83,Mixed,Mixed
4320,train,S2B_MSIL2A_20170927T094019_69_80,Other,Other
4321,train,S2A_MSIL2A_20170613T101032_86_35,Other,Other
4322,train,S2B_MSIL2A_20180502T093039_20_4,Other,Other
4323,train,S2A_MSIL2A_20180510T094031_83_86,Mixed,Mixed
4324,train,S2B_MSIL2A_20170924T93021_16_8,Mixed,Mixed
4325,train,S2A_MSIL2A_20170704T112111_47_78,Other,Other
4326,train,S2A_MSIL2A_20180430T094031_81_38,Other,Other
4327,train,S2B_MSIL2A_20170709T094029_4_75,Other,Other
4328,train,S2A_MSIL2A_20171002T112112_46_2,Other,Other
4329,train,S2B_MSIL2A_20180225T105019_78_2,Other,Other
4330,train,S2A_MSIL2A_20171221T112501_46_82,Other,Other
4331,train,S2A_MSIL2A_20180413T95032_60_2,Mixed,Mixed
4332,train,S2B_MSIL2A_20180502T093039_60_80,Mixed,Mixed
4333,train,S2B_MSIL2A_20170831T095029_3_48,Mixed,Mixed
4334,train,S2B_MSIL2A_20170927T094019_50_78,Mixed,Mixed
4335,train,S2B_MSIL2A_20180515T112110_86_64,Other,Other
4336,train,S2A_MSIL2A_20170717T113321_57_7,Other,Other
4337,train,S2B_MSIL2A_20170927T094019_78_84,Other,Other
4338,train,S2B_MSIL2A_20180515T112110_85_79,Other,Other
4339,train,S2B_MSIL2A_20170825T093029_7_13,Other,Other
4340,train,S2A_MSIL2A_20171002T094031_84_1,Other,Other
4341,train,S2B_MSIL2A_20180422T093029_21_6,Other,Other
4342,train,S2A_MSIL2A_20170905T095031_26_85,Other,Other
4343,train,S2B_MSIL2A_20170831T095029_0_76,Other,Other
4344,train,S2B_MSIL2A_20180204T94160_61_86,Other,Other
4345,train,S2B_MSIL2A_20170829T105019_90_21,Other,Other
4346,train,S2B_MSIL2A_20180421T100030_40_6,Other,Other
4347,train,S2A_MSIL2A_20170717T113321_39_83,Mixed,Mixed
4348,train,S2B_MSIL2A_20171219T095409_90_32,Other,Other
4349,train,S2A_MSIL2A_20171015T095031_41_85,Other,Other
4350,train,S2A_MSIL2A_20170701T093031_62_86,Other,Other
4351,train,S2B_MSIL2A_20180515T112110_50_85,Other,Other
4352,train,S2B_MSIL2A_20170924T93014_4_64,Other,Other
4353,train,S2B_MSIL2A_20171219T095409_85_1,Mixed,Mixed
4354,train,S2A_MSIL2A_20180510T094031_90_89,Other,Other
4355,train,S2B_MSIL2A_20180515T112109_88_14,Urban fabric,Other
4356,train,S2A_MSIL2A_20171002T112111_61_82,Other,Other
4357,train,S2B_MSIL2A_20180506T105029_74_3,Other,Other
4358,train,S2A_MSIL2A_20171002T112112_78_42,Other,Other
4359,train,S2A_MSIL2A_20170613T101032_74_81,Mixed,Mixed
4360,train,S2B_MSIL2A_20170927T094019_72_88,Other,Other
4361,train,S2A_MSIL2A_20180413T095031_9_15,Mixed,Mixed
4362,train,S2B_MSIL2A_20170808T094029_40_2,Other,Other
4363,train,S2B_MSIL2A_20170930T095019_88_63,Other,Other
4364,train,S2B_MSIL2A_20180525T94030_4_9,Other,Other
4365,train,S2A_MSIL2A_20170613T101031_79_30,Mixed,Mixed
4366,train,S2A_MSIL2A_20171002T112111_79_47,Other,Other
4367,train,S2B_MSIL2A_20180515T112109_72_78,Urban fabric,Other
4368,train,S2B_MSIL2A_20180515T112109_83_9,Urban fabric,Other
4369,train,S2B_MSIL2A_20180502T093039_60_83,Mixed,Mixed
4370,train,S2A_MSIL2A_20180510T094031_15_90,Mixed,Mixed
4371,train,S2B_MSIL2A_20180502T093039_9_72,Mixed,Mixed
4372,train,S2B_MSIL2A_20180502T093039_9_59,Mixed,Mixed
4373,train,S2B_MSIL2A_20180224T112109_60_85,Other,Other
4374,train,S2A_MSIL2A_20171121T112351_45_87,Other,Other
4375,train,S2A_MSIL2A_20180506T100031_39_7,Mixed,Mixed
4376,train,S2A_MSIL2A_20180318T093031_5_34,Other,Other
4377,train,S2B_MSIL2A_20170914T093029_2_83,Other,Other
4378,train,S2B_MSIL2A_20170927T094019_30_88,Other,Other
4379,train,S2B_MSIL2A_20170831T095029_32_90,Other,Other
4380,train,S2A_MSIL2A_20171002T94032_83_74,Mixed,Mixed
4381,train,S2B_MSIL2A_20180225T105019_88_23,Mixed,Mixed
4382,train,S2A_MSIL2A_20170813T112121_19_86,Other,Other
4383,train,S2B_MSIL2A_20170831T95030_22_86,Other,Other
4384,train,S2B_MSIL2A_20171219T095409_89_8,Mixed,Mixed
4385,train,S2A_MSIL2A_20171201T112431_80_44,Other,Other
4386,train,S2B_MSIL2A_20180515T112109_42_86,Urban fabric,Other
4387,train,S2B_MSIL2A_20180421T114349_38_87,Other,Other
4388,train,S2A_MSIL2A_20170813T112121_49_3,Other,Other
4389,train,S2B_MSIL2A_20171112T114339_31_81,Other,Other
4390,train,S2B_MSIL2A_20180224T112109_80_8,Other,Other
4391,train,S2A_MSIL2A_20170803T094031_56_1,Other,Other
4392,train,S2B_MSIL2A_20171107T105229_39_8,Other,Other
4393,train,S2A_MSIL2A_20171221T112501_83_47,Other,Other
4394,train,S2B_MSIL2A_20170927T94020_87_89,Other,Other
4395,train,S2B_MSIL2A_20170808T094029_60_78,Mixed,Mixed
4396,train,S2B_MSIL2A_20171206T094349_41_84,Other,Other
4397,train,S2A_MSIL2A_20171002T094031_83_11,Other,Other
4398,train,S2B_MSIL2A_20180521T100029_59_89,Mixed,Mixed
4399,train,S2A_MSIL2A_20171201T112431_88_4,Other,Other
4400,train,S2A_MSIL2A_20170613T101031_80_51,Other,Other
4401,train,S2A_MSIL2A_20170813T112121_35_83,Other,Other
4402,train,S2A_MSIL2A_20180413T95032_55_3,Other,Other
4403,train,S2A_MSIL2A_20171104T095201_31_2,Other,Other
4404,train,S2A_MSIL2A_20171002T112112_35_7,Other,Other
4405,train,S2A_MSIL2A_20170617T113321_62_88,Other,Other
4406,train,S2B_MSIL2A_20180515T112109_47_89,Urban fabric,Other
4407,train,S2A_MSIL2A_20170704T112103_89_83,Other,Other
4408,train,S2B_MSIL2A_20171219T095409_80_56,Mixed,Mixed
4409,train,S2A_MSIL2A_20170701T093031_11_52,Other,Other
4410,train,S2B_MSIL2A_20170927T094019_20_1,Other,Other
4411,train,S2B_MSIL2A_20180225T105019_87_45,Mixed,Mixed
4412,train,S2B_MSIL2A_20180422T093029_3_26,Other,Other
4413,train,S2A_MSIL2A_20180430T094031_61_11,Other,Other
4414,train,S2B_MSIL2A_20170927T94020_6_80,Other,Other
4415,train,S2B_MSIL2A_20170927T94020_65_82,Other,Other
4416,train,S2A_MSIL2A_20180510T094031_26_82,Other,Other
4417,train,S2A_MSIL2A_20171002T112111_79_55,Other,Other
4418,train,S2A_MSIL2A_20180510T094031_3_84,Mixed,Mixed
4419,train,S2B_MSIL2A_20180421T114349_48_87,Other,Other
4420,train,S2B_MSIL2A_20180428T095029_10_7,Mixed,Mixed
4421,train,S2A_MSIL2A_20170613T101032_88_35,Other,Other
4422,train,S2B_MSIL2A_20180201T093219_47_90,Other,Other
4423,train,S2B_MSIL2A_20170829T105019_52_5,Other,Other
4424,train,S2B_MSIL2A_20180521T100029_74_83,Other,Other
4425,train,S2B_MSIL2A_20180326T112109_62_0,Other,Other
4426,train,S2A_MSIL2A_20170704T112111_81_76,Other,Other
4427,train,S2A_MSIL2A_20171208T093351_85_7,Other,Other
4428,train,S2B_MSIL2A_20180421T100030_43_1,Other,Other
4429,train,S2A_MSIL2A_20171002T112111_50_88,Other,Other
4430,train,S2A_MSIL2A_20180510T094031_8_87,Other,Other
4431,train,S2B_MSIL2A_20180421T100030_33_6,Mixed,Mixed
4432,train,S2B_MSIL2A_20180225T105019_70_0,Mixed,Mixed
4433,train,S2A_MSIL2A_20170613T101032_85_58,Other,Other
4434,train,S2B_MSIL2A_20170831T095029_8_87,Other,Other
4435,train,S2B_MSIL2A_20180525T094029_1_23,Other,Other
4436,train,S2B_MSIL2A_20170709T094029_8_43,Mixed,Mixed
4437,train,S2A_MSIL2A_20170803T094031_32_9,Other,Other
4438,train,S2A_MSIL2A_20171002T094031_81_82,Other,Other
4439,train,S2A_MSIL2A_20171201T112431_61_1,Other,Other
4440,train,S2A_MSIL2A_20171221T112501_29_88,Other,Other
4441,train,S2A_MSIL2A_20171002T112111_28_4,Other,Other
4442,train,S2B_MSIL2A_20170914T093029_23_7,Other,Other
4443,train,S2A_MSIL2A_20171208T093351_34_89,Mixed,Mixed
4444,train,S2A_MSIL2A_20180225T114351_12_12,Other,Other
4445,train,S2B_MSIL2A_20180224T112109_58_86,Other,Other
4446,train,S2B_MSIL2A_20171206T094349_81_62,Other,Other
4447,train,S2B_MSIL2A_20170914T093029_7_59,Other,Other
4448,train,S2A_MSIL2A_20180508T104032_9_63,Other,Other
4449,train,S2A_MSIL2A_20171015T095031_5_85,Other,Other
4450,train,S2B_MSIL2A_20170825T093029_14_8,Mixed,Mixed
4451,train,S2B_MSIL2A_20170927T094019_2_14,Other,Other
4452,train,S2A_MSIL2A_20180413T095031_6_10,Other,Other
4453,train,S2B_MSIL2A_20180515T112109_82_63,Urban fabric,Other
4454,train,S2B_MSIL2A_20170817T101019_26_85,Other,Other
4455,train,S2B_MSIL2A_20170808T094029_46_82,Other,Other
4456,train,S2A_MSIL2A_20171002T094031_62_87,Other,Other
4457,train,S2B_MSIL2A_20170924T93014_6_70,Other,Other
4458,train,S2A_MSIL2A_20171002T094031_84_2,Other,Other
4459,train,S2B_MSIL2A_20170817T101019_83_30,Other,Other
4460,train,S2A_MSIL2A_20171104T095201_6_1,Other,Other
4461,train,S2B_MSIL2A_20180428T095029_0_70,Other,Other
4462,train,S2A_MSIL2A_20180506T100031_81_33,Mixed,Mixed
4463,train,S2B_MSIL2A_20180515T112109_75_88,Urban fabric,Other
4464,train,S2A_MSIL2A_20170905T095031_43_85,Other,Other
4465,train,S2A_MSIL2A_20171015T095031_7_21,Other,Other
4466,train,S2B_MSIL2A_20170914T093029_5_84,Mixed,Mixed
4467,train,S2B_MSIL2A_20170930T095019_80_36,Other,Other
4468,train,S2B_MSIL2A_20180421T100030_58_8,Other,Other
4469,train,S2B_MSIL2A_20170831T095029_4_85,Mixed,Mixed
4470,train,S2B_MSIL2A_20180521T100029_21_84,Other,Other
4471,train,S2B_MSIL2A_20170914T093029_10_45,Other,Other
4472,train,S2B_MSIL2A_20170911T092019_8_10,Other,Other
4473,train,S2B_MSIL2A_20180525T94030_50_87,Other,Other
4474,train,S2B_MSIL2A_20180326T112109_22_7,Other,Other
4475,train,S2B_MSIL2A_20170927T94020_4_57,Mixed,Mixed
4476,train,S2B_MSIL2A_20180428T095029_6_65,Mixed,Mixed
4477,train,S2B_MSIL2A_20170927T094019_85_14,Mixed,Mixed
4478,train,S2B_MSIL2A_20170831T095029_9_28,Mixed,Mixed
4479,train,S2A_MSIL2A_20170818T103021_37_84,Mixed,Mixed
4480,train,S2B_MSIL2A_20180421T114349_6_14,Other,Other
4481,train,S2B_MSIL2A_20180326T112109_34_12,Other,Other
4482,train,S2A_MSIL2A_20170613T101031_79_37,Other,Other
4483,train,S2B_MSIL2A_20170914T093029_5_13,Other,Other
4484,train,S2A_MSIL2A_20180507T93033_1_11,Other,Other
4485,train,S2B_MSIL2A_20171206T094349_83_12,Other,Other
4486,train,S2B_MSIL2A_20170831T095029_16_82,Other,Other
4487,train,S2A_MSIL2A_20170613T101031_85_35,Mixed,Mixed
4488,train,S2B_MSIL2A_20180421T100029_56_84,Mixed,Mixed
4489,train,S2A_MSIL2A_20171208T093351_10_62,Mixed,Mixed
4490,train,S2A_MSIL2A_20170617T113321_4_31,Other,Other
4491,train,S2A_MSIL2A_20170617T113321_8_87,Other,Other
4492,train,S2B_MSIL2A_20180421T100029_83_44,Other,Other
4493,train,S2B_MSIL2A_20170825T093029_0_47,Mixed,Mixed
4494,train,S2A_MSIL2A_20170704T112111_33_89,Other,Other
4495,train,S2B_MSIL2A_20180525T094029_85_41,Mixed,Mixed
4496,train,S2A_MSIL2A_20171002T094031_83_26,Other,Other
4497,train,S2B_MSIL2A_20180521T100029_78_44,Other,Other
4498,train,S2A_MSIL2A_20180508T104032_22_81,Mixed,Mixed
4499,train,S2A_MSIL2A_20170613T101032_52_79,Other,Other
4500,train,S2A_MSIL2A_20170818T103021_5_82,Other,Other
4501,train,S2B_MSIL2A_20170906T101020_37_86,Other,Other
4502,train,S2A_MSIL2A_20171002T094031_80_14,Other,Other
4503,train,S2B_MSIL2A_20170924T93021_10_27,Other,Other
4504,train,S2B_MSIL2A_20180515T112110_46_84,Other,Other
4505,train,S2B_MSIL2A_20180515T112110_74_86,Other,Other
4506,train,S2B_MSIL2A_20170914T93030_34_78,Other,Other
4507,train,S2B_MSIL2A_20170914T093029_18_4,Mixed,Mixed
4508,train,S2B_MSIL2A_20170924T93014_4_11,Other,Other
4509,train,S2A_MSIL2A_20171002T94032_85_88,Other,Other
4510,train,S2B_MSIL2A_20180515T112110_11_76,Other,Other
4511,train,S2A_MSIL2A_20180430T094031_47_86,Mixed,Mixed
4512,train,S2B_MSIL2A_20170927T094019_51_85,Mixed,Mixed
4513,train,S2A_MSIL2A_20171201T112431_76_12,Other,Other
4514,train,S2A_MSIL2A_20180506T100031_83_46,Urban fabric,Urban fabric
4515,train,S2B_MSIL2A_20170914T93030_51_82,Other,Other
4516,train,S2B_MSIL2A_20180428T095029_16_5,Other,Other
4517,train,S2B_MSIL2A_20170817T101019_82_88,Other,Other
4518,train,S2B_MSIL2A_20180502T093039_70_82,Other,Other
4519,train,S2B_MSIL2A_20170927T094019_39_12,Other,Other
4520,train,S2B_MSIL2A_20170817T101019_72_85,Other,Other
4521,train,S2A_MSIL2A_20170803T094031_45_12,Other,Other
4522,train,S2A_MSIL2A_20171002T094031_75_11,Other,Other
4523,train,S2A_MSIL2A_20170813T112121_41_7,Other,Other
4524,train,S2A_MSIL2A_20180506T100031_9_16,Other,Other
4525,train,S2B_MSIL2A_20170906T101020_78_23,Other,Other
4526,train,S2A_MSIL2A_20171221T112501_79_48,Other,Other
4527,train,S2A_MSIL2A_20180413T095031_83_38,Other,Other
4528,train,S2B_MSIL2A_20170924T93014_5_5,Other,Other
4529,train,S2B_MSIL2A_20180525T094029_11_83,Other,Other
4530,train,S2A_MSIL2A_20171121T112351_66_80,Other,Other
4531,train,S2A_MSIL2A_20171002T094031_78_29,Other,Other
4532,train,S2B_MSIL2A_20170927T094019_11_70,Mixed,Mixed
4533,train,S2B_MSIL2A_20180522T093029_11_28,Other,Other
4534,train,S2A_MSIL2A_20180510T094031_81_87,Other,Other
4535,train,S2A_MSIL2A_20171002T112112_78_38,Other,Other
4536,train,S2B_MSIL2A_20180224T112109_11_21,Other,Other
4537,train,S2A_MSIL2A_20180507T093041_41_3,Other,Other
4538,train,S2A_MSIL2A_20171002T112111_82_2,Other,Other
4539,train,S2B_MSIL2A_20170923T100019_47_11,Other,Other
4540,train,S2B_MSIL2A_20170927T94020_89_85,Other,Other
4541,train,S2B_MSIL2A_20170923T100019_52_8,Other,Other
4542,train,S2A_MSIL2A_20171015T095031_11_65,Mixed,Mixed
4543,train,S2B_MSIL2A_20180421T100030_57_87,Other,Other
4544,train,S2B_MSIL2A_20170914T093029_0_55,Other,Other
4545,train,S2B_MSIL2A_20180326T112109_85_34,Other,Other
4546,train,S2A_MSIL2A_20170803T094031_64_2,Other,Other
4547,train,S2B_MSIL2A_20180421T114349_41_3,Other,Other
4548,train,S2B_MSIL2A_20170927T94020_2_73,Other,Other
4549,train,S2B_MSIL2A_20180225T105019_43_10,Mixed,Mixed
